time,emissions,city,year,pollutant,sector
2011-02-15,26488.898,Shanghai,2011,OC,BUILDINGS
2011-03-15,24467.533,Shanghai,2011,OC,BUILDINGS
2011-04-15,13639.006,Shanghai,2011,OC,BUILDINGS
2011-05-15,8749.441,Shanghai,2011,OC,BUILDINGS
2011-06-15,4969.8,Shanghai,2011,OC,BUILDINGS
2011-07-15,3847.5154,Shanghai,2011,OC,BUILDINGS
2011-08-15,4168.337,Shanghai,2011,OC,BUILDINGS
2011-09-15,7514.835,Shanghai,2011,OC,BUILDINGS
2011-10-15,14067.655,Shanghai,2011,OC,BUILDINGS
2011-11-15,22285.318,Shanghai,2011,OC,BUILDINGS
2011-12-15,32901.355,Shanghai,2011,OC,BUILDINGS
2012-01-15,35436.902,Shanghai,2012,OC,BUILDINGS
2012-02-15,28485.18,Shanghai,2012,OC,BUILDINGS
2012-03-15,22345.254,Shanghai,2012,OC,BUILDINGS
2012-04-15,12545.397,Shanghai,2012,OC,BUILDINGS
2012-05-15,7896.1055,Shanghai,2012,OC,BUILDINGS
2012-06-15,4574.561,Shanghai,2012,OC,BUILDINGS
2012-07-15,3437.0781,Shanghai,2012,OC,BUILDINGS
2012-08-15,3933.9675,Shanghai,2012,OC,BUILDINGS
2012-09-15,6920.5312,Shanghai,2012,OC,BUILDINGS
2012-10-15,14521.199,Shanghai,2012,OC,BUILDINGS
2012-11-15,23738.059,Shanghai,2012,OC,BUILDINGS
2012-12-15,32719.633,Shanghai,2012,OC,BUILDINGS
2013-01-15,35901.625,Shanghai,2013,OC,BUILDINGS
2013-02-15,27841.594,Shanghai,2013,OC,BUILDINGS
2013-03-15,20830.102,Shanghai,2013,OC,BUILDINGS
2013-04-15,14574.893,Shanghai,2013,OC,BUILDINGS
2013-05-15,8156.632,Shanghai,2013,OC,BUILDINGS
2013-06-15,4561.4424,Shanghai,2013,OC,BUILDINGS
2013-07-15,3627.5605,Shanghai,2013,OC,BUILDINGS
2013-08-15,3953.935,Shanghai,2013,OC,BUILDINGS
2013-09-15,7566.539,Shanghai,2013,OC,BUILDINGS
2013-10-15,14366.58,Shanghai,2013,OC,BUILDINGS
2013-11-15,23956.398,Shanghai,2013,OC,BUILDINGS
2013-12-15,32614.217,Shanghai,2013,OC,BUILDINGS
2014-01-15,32819.67,Shanghai,2014,OC,BUILDINGS
2014-02-15,28416.057,Shanghai,2014,OC,BUILDINGS
2014-03-15,21010.473,Shanghai,2014,OC,BUILDINGS
2014-04-15,12648.808,Shanghai,2014,OC,BUILDINGS
2014-05-15,8784.76,Shanghai,2014,OC,BUILDINGS
2014-06-15,4753.4683,Shanghai,2014,OC,BUILDINGS
2014-07-15,3671.2007,Shanghai,2014,OC,BUILDINGS
2014-08-15,4426.0654,Shanghai,2014,OC,BUILDINGS
2014-09-15,7183.082,Shanghai,2014,OC,BUILDINGS
2014-10-15,14032.325,Shanghai,2014,OC,BUILDINGS
2014-11-15,22912.367,Shanghai,2014,OC,BUILDINGS
2014-12-15,33063.1,Shanghai,2014,OC,BUILDINGS
2015-01-15,33668.223,Shanghai,2015,OC,BUILDINGS
2015-02-15,26478.238,Shanghai,2015,OC,BUILDINGS
2015-03-15,21517.91,Shanghai,2015,OC,BUILDINGS
2015-04-15,14041.461,Shanghai,2015,OC,BUILDINGS
2015-05-15,8788.777,Shanghai,2015,OC,BUILDINGS
2015-06-15,5337.7554,Shanghai,2015,OC,BUILDINGS
2015-07-15,4028.5757,Shanghai,2015,OC,BUILDINGS
2015-08-15,4341.837,Shanghai,2015,OC,BUILDINGS
2015-09-15,7340.655,Shanghai,2015,OC,BUILDINGS
2015-10-15,14210.928,Shanghai,2015,OC,BUILDINGS
2015-11-15,22953.656,Shanghai,2015,OC,BUILDINGS
2015-12-15,32262.182,Shanghai,2015,OC,BUILDINGS
2010-01-15,26924.082,Chengdu,2010,OC,BUILDINGS
2010-02-15,22050.686,Chengdu,2010,OC,BUILDINGS
2010-03-15,18725.18,Chengdu,2010,OC,BUILDINGS
2010-04-15,12397.371,Chengdu,2010,OC,BUILDINGS
2010-05-15,6687.4517,Chengdu,2010,OC,BUILDINGS
2010-06-15,3821.4004,Chengdu,2010,OC,BUILDINGS
2010-07-15,2671.1782,Chengdu,2010,OC,BUILDINGS
2010-08-15,3106.8684,Chengdu,2010,OC,BUILDINGS
2010-09-15,5580.006,Chengdu,2010,OC,BUILDINGS
2010-10-15,11887.218,Chengdu,2010,OC,BUILDINGS
2010-11-15,18218.195,Chengdu,2010,OC,BUILDINGS
2010-12-15,26363.229,Chengdu,2010,OC,BUILDINGS
2011-01-15,29989.6,Chengdu,2011,OC,BUILDINGS
2011-02-15,20476.969,Chengdu,2011,OC,BUILDINGS
2011-03-15,18914.426,Chengdu,2011,OC,BUILDINGS
2011-04-15,10544.4375,Chengdu,2011,OC,BUILDINGS
2011-05-15,6766.86,Chengdu,2011,OC,BUILDINGS
2011-06-15,3844.7004,Chengdu,2011,OC,BUILDINGS
2011-07-15,2976.794,Chengdu,2011,OC,BUILDINGS
2011-08-15,3224.9902,Chengdu,2011,OC,BUILDINGS
2011-09-15,5813.099,Chengdu,2011,OC,BUILDINGS
2011-10-15,10878.488,Chengdu,2011,OC,BUILDINGS
2011-11-15,17233.248,Chengdu,2011,OC,BUILDINGS
2011-12-15,25434.652,Chengdu,2011,OC,BUILDINGS
2012-01-15,27299.445,Chengdu,2012,OC,BUILDINGS
2012-02-15,21941.625,Chengdu,2012,OC,BUILDINGS
2012-03-15,17213.777,Chengdu,2012,OC,BUILDINGS
2012-04-15,9666.187,Chengdu,2012,OC,BUILDINGS
2012-05-15,6086.23,Chengdu,2012,OC,BUILDINGS
2012-06-15,3526.9543,Chengdu,2012,OC,BUILDINGS
2012-07-15,2650.1372,Chengdu,2012,OC,BUILDINGS
2012-08-15,3033.2715,Chengdu,2012,OC,BUILDINGS
2012-09-15,5335.1055,Chengdu,2012,OC,BUILDINGS
2012-10-15,11191.151,Chengdu,2012,OC,BUILDINGS
2012-11-15,18288.977,Chengdu,2012,OC,BUILDINGS
2012-12-15,25203.562,Chengdu,2012,OC,BUILDINGS
2013-01-15,25844.852,Chengdu,2013,OC,BUILDINGS
2013-02-15,20042.479,Chengdu,2013,OC,BUILDINGS
2013-03-15,14995.515,Chengdu,2013,OC,BUILDINGS
2013-04-15,10493.012,Chengdu,2013,OC,BUILDINGS
2013-05-15,5875.0605,Chengdu,2013,OC,BUILDINGS
2013-06-15,3286.727,Chengdu,2013,OC,BUILDINGS
2013-07-15,2613.9888,Chengdu,2013,OC,BUILDINGS
2013-08-15,2849.162,Chengdu,2013,OC,BUILDINGS
2013-09-15,5451.748,Chengdu,2013,OC,BUILDINGS
2013-10-15,10347.633,Chengdu,2013,OC,BUILDINGS
2013-11-15,17248.904,Chengdu,2013,OC,BUILDINGS
2013-12-15,23480.29,Chengdu,2013,OC,BUILDINGS
2014-01-15,24280.23,Chengdu,2014,OC,BUILDINGS
2014-02-15,21024.613,Chengdu,2014,OC,BUILDINGS
2014-03-15,15545.54,Chengdu,2014,OC,BUILDINGS
2014-04-15,9361.156,Chengdu,2014,OC,BUILDINGS
2014-05-15,6504.0684,Chengdu,2014,OC,BUILDINGS
2014-06-15,3520.827,Chengdu,2014,OC,BUILDINGS
2014-07-15,2719.466,Chengdu,2014,OC,BUILDINGS
2014-08-15,3278.5552,Chengdu,2014,OC,BUILDINGS
2014-09-15,5319.9463,Chengdu,2014,OC,BUILDINGS
2014-10-15,10387.586,Chengdu,2014,OC,BUILDINGS
2014-11-15,16956.164,Chengdu,2014,OC,BUILDINGS
2014-12-15,24457.992,Chengdu,2014,OC,BUILDINGS
2015-01-15,24453.33,Chengdu,2015,OC,BUILDINGS
2015-02-15,19230.03,Chengdu,2015,OC,BUILDINGS
2015-03-15,15628.825,Chengdu,2015,OC,BUILDINGS
2015-04-15,10202.9375,Chengdu,2015,OC,BUILDINGS
2015-05-15,6390.6484,Chengdu,2015,OC,BUILDINGS
2015-06-15,3883.1228,Chengdu,2015,OC,BUILDINGS
2015-07-15,2931.113,Chengdu,2015,OC,BUILDINGS
2015-08-15,3159.1987,Chengdu,2015,OC,BUILDINGS
2015-09-15,5339.4707,Chengdu,2015,OC,BUILDINGS
2015-10-15,10330.4375,Chengdu,2015,OC,BUILDINGS
2015-11-15,16681.418,Chengdu,2015,OC,BUILDINGS
2015-12-15,23437.57,Chengdu,2015,OC,BUILDINGS
