city,year,pollutant,sector,lat,lon,emissions
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,113.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.15,73.80828857421875
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.45,4100.27197265625
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,114.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,115.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.25,10778.74609375
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,116.95,23.32954978942871
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,117.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,118.25,0.0
